Τμήμα: Γαστρεντερολογία | Ημερομηνία: 2026-03-03 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Γραμματέας | Αριθμός Προσωπικού: 1
Τμήμα: Ουρολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Νοσηλευτής | Αριθμός Προσωπικού: 3
Τμήμα: Ουρολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Προϊστάμενος | Αριθμός Προσωπικού: 1
Τμήμα: Ουρολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Διοικητικός Υπεύθυνος | Αριθμός Προσωπικού: 1
Τμήμα: Ουρολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Κοινωνικός Λειτουργός | Αριθμός Προσωπικού: 1
Τμήμα: Ουρολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Ιατρός | Υποκατηγορία: Αναισθησιολογία | Αριθμός Προσωπικού: 1
Τμήμα: Ουρολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Ιατρός | Υποκατηγορία: Ουρολογία | Αριθμός Προσωπικού: 2
Τμήμα: Ουρολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Βοηθός Νοσηλευτή | Αριθμός Προσωπικού: 6
Τμήμα: Ουρολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Γραμματέας | Αριθμός Προσωπικού: 1
Τμήμα: Ουρολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Διοικητικός Υπεύθυνος | Αριθμός Προσωπικού: 1
Τμήμα: Ουρολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Ιατρός | Υποκατηγορία: Αναισθησιολογία | Αριθμός Προσωπικού: 1
Τμήμα: Ουρολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Ιατρός | Υποκατηγορία: Ουρολογία | Αριθμός Προσωπικού: 2
Τμήμα: Ουρολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Βοηθός Νοσηλευτή | Αριθμός Προσωπικού: 4
Τμήμα: Ουρολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Νοσηλευτής | Αριθμός Προσωπικού: 2
Τμήμα: Παθολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Υπεύθυνος Αρχείου | Αριθμός Προσωπικού: 1
Τμήμα: Παθολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Υπεύθυνος Ποιότητας | Αριθμός Προσωπικού: 1
Τμήμα: Παθολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Ιατρός | Υποκατηγορία: Παθολογία | Αριθμός Προσωπικού: 3
Τμήμα: Παθολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Βοηθός Νοσηλευτή | Αριθμός Προσωπικού: 2
Τμήμα: Παθολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Νοσηλευτής | Αριθμός Προσωπικού: 3
Τμήμα: Παθολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Προϊστάμενος | Αριθμός Προσωπικού: 1
Τμήμα: Παθολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Γραμματέας | Αριθμός Προσωπικού: 1
Τμήμα: Παθολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Λογιστής | Αριθμός Προσωπικού: 1
Τμήμα: Παθολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Ιατρός | Υποκατηγορία: Ενδοκρινολογία | Αριθμός Προσωπικού: 1
Τμήμα: Παθολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Ιατρός | Υποκατηγορία: Παθολογία | Αριθμός Προσωπικού: 2
Τμήμα: Παθολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Βοηθός Νοσηλευτή | Αριθμός Προσωπικού: 6
Τμήμα: Παθολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Γραμματέας | Αριθμός Προσωπικού: 1
Τμήμα: Παθολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Λογιστής | Αριθμός Προσωπικού: 1
Τμήμα: Παθολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Ιατρός | Υποκατηγορία: Ενδοκρινολογία | Αριθμός Προσωπικού: 1
Τμήμα: Παθολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Ιατρός | Υποκατηγορία: Παθολογία | Αριθμός Προσωπικού: 2
Τμήμα: Παθολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Βοηθός Νοσηλευτή | Αριθμός Προσωπικού: 4
Τμήμα: Παθολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Νοσηλευτής | Αριθμός Προσωπικού: 2
Τμήμα: Παιδιατρική | Ημερομηνία: 2026-03-05 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Γραμματέας | Αριθμός Προσωπικού: 1
Τμήμα: Παιδιατρική | Ημερομηνία: 2026-03-05 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Κοινωνικός Λειτουργός | Αριθμός Προσωπικού: 1
Τμήμα: Παιδιατρική | Ημερομηνία: 2026-03-05 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Ιατρός | Υποκατηγορία: Παιδιατρική | Αριθμός Προσωπικού: 3
Τμήμα: Παιδιατρική | Ημερομηνία: 2026-03-05 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Βοηθός Νοσηλευτή | Αριθμός Προσωπικού: 2
Τμήμα: Παιδιατρική | Ημερομηνία: 2026-03-05 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Νοσηλευτής | Αριθμός Προσωπικού: 3
Τμήμα: Παιδιατρική | Ημερομηνία: 2026-03-05 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Προϊστάμενος | Αριθμός Προσωπικού: 1
Τμήμα: Παιδιατρική | Ημερομηνία: 2026-03-05 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Κοινωνικός Λειτουργός | Αριθμός Προσωπικού: 1
Τμήμα: Παιδιατρική | Ημερομηνία: 2026-03-05 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Λογιστής | Αριθμός Προσωπικού: 1
Τμήμα: Παιδιατρική | Ημερομηνία: 2026-03-05 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Ιατρός | Υποκατηγορία: Παιδιατρική | Αριθμός Προσωπικού: 3
Τμήμα: Παιδιατρική | Ημερομηνία: 2026-03-05 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Βοηθός Νοσηλευτή | Αριθμός Προσωπικού: 6
Τμήμα: Παιδιατρική | Ημερομηνία: 2026-03-05 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Γραμματέας | Αριθμός Προσωπικού: 1
Τμήμα: Παιδιατρική | Ημερομηνία: 2026-03-05 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Λογιστής | Αριθμός Προσωπικού: 1
Τμήμα: Παιδιατρική | Ημερομηνία: 2026-03-05 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Ιατρός | Υποκατηγορία: Παιδιατρική | Αριθμός Προσωπικού: 3
Τμήμα: Παιδιατρική | Ημερομηνία: 2026-03-05 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Βοηθός Νοσηλευτή | Αριθμός Προσωπικού: 4
Τμήμα: Παιδιατρική | Ημερομηνία: 2026-03-05 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Νοσηλευτής | Αριθμός Προσωπικού: 2
Τμήμα: Πνευμονολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Γραμματέας | Αριθμός Προσωπικού: 1
Τμήμα: Πνευμονολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Υπεύθυνος Προμηθειών | Αριθμός Προσωπικού: 1
Τμήμα: Πνευμονολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Ιατρός | Υποκατηγορία: Πνευμονολογία | Αριθμός Προσωπικού: 3
Τμήμα: Πνευμονολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Βοηθός Νοσηλευτή | Αριθμός Προσωπικού: 2
Τμήμα: Πνευμονολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Νοσηλευτής | Αριθμός Προσωπικού: 3
Τμήμα: Πνευμονολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Προϊστάμενος | Αριθμός Προσωπικού: 1
Τμήμα: Πνευμονολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Διοικητικός Υπεύθυνος | Αριθμός Προσωπικού: 1
Τμήμα: Πνευμονολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Υπεύθυνος Προμηθειών | Αριθμός Προσωπικού: 1
Τμήμα: Πνευμονολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Ιατρός | Υποκατηγορία: Πνευμονολογία | Αριθμός Προσωπικού: 3
Τμήμα: Πνευμονολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Βοηθός Νοσηλευτή | Αριθμός Προσωπικού: 6
Τμήμα: Πνευμονολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Γραμματέας | Αριθμός Προσωπικού: 1
Τμήμα: Πνευμονολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Διοικητικός Υπεύθυνος | Αριθμός Προσωπικού: 1
Τμήμα: Πνευμονολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Ιατρός | Υποκατηγορία: Πνευμονολογία | Αριθμός Προσωπικού: 3
Τμήμα: Πνευμονολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Βοηθός Νοσηλευτή | Αριθμός Προσωπικού: 4
Τμήμα: Πνευμονολογία | Ημερομηνία: 2026-03-05 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Νοσηλευτής | Αριθμός Προσωπικού: 2
Τμήμα: Χειρουργική | Ημερομηνία: 2026-03-05 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Γραμματέας | Αριθμός Προσωπικού: 1
Τμήμα: Χειρουργική | Ημερομηνία: 2026-03-05 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Υπεύθυνος Προμηθειών | Αριθμός Προσωπικού: 1
Τμήμα: Χειρουργική | Ημερομηνία: 2026-03-05 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Ιατρός | Υποκατηγορία: Χειρουργική | Αριθμός Προσωπικού: 3
Τμήμα: Χειρουργική | Ημερομηνία: 2026-03-05 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Βοηθός Νοσηλευτή | Αριθμός Προσωπικού: 2
Τμήμα: Χειρουργική | Ημερομηνία: 2026-03-05 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Νοσηλευτής | Αριθμός Προσωπικού: 3
Τμήμα: Χειρουργική | Ημερομηνία: 2026-03-05 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Προϊστάμενος | Αριθμός Προσωπικού: 1
Τμήμα: Χειρουργική | Ημερομηνία: 2026-03-05 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Διοικητικός Υπεύθυνος | Αριθμός Προσωπικού: 1
Τμήμα: Χειρουργική | Ημερομηνία: 2026-03-05 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Υπεύθυνος Προμηθειών | Αριθμός Προσωπικού: 1
Τμήμα: Χειρουργική | Ημερομηνία: 2026-03-05 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Ιατρός | Υποκατηγορία: Χειρουργική | Αριθμός Προσωπικού: 3
Τμήμα: Χειρουργική | Ημερομηνία: 2026-03-05 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Βοηθός Νοσηλευτή | Αριθμός Προσωπικού: 6
Τμήμα: Χειρουργική | Ημερομηνία: 2026-03-05 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Γραμματέας | Αριθμός Προσωπικού: 1
Τμήμα: Χειρουργική | Ημερομηνία: 2026-03-05 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Διοικητικός Υπεύθυνος | Αριθμός Προσωπικού: 1
Τμήμα: Χειρουργική | Ημερομηνία: 2026-03-05 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Ιατρός | Υποκατηγορία: Χειρουργική | Αριθμός Προσωπικού: 3
Τμήμα: Χειρουργική | Ημερομηνία: 2026-03-05 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Βοηθός Νοσηλευτή | Αριθμός Προσωπικού: 4
Τμήμα: Χειρουργική | Ημερομηνία: 2026-03-05 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Νοσηλευτής | Αριθμός Προσωπικού: 2
Τμήμα: Ψυχιατρική | Ημερομηνία: 2026-03-05 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Διοικητικός Υπεύθυνος | Αριθμός Προσωπικού: 1
Τμήμα: Ψυχιατρική | Ημερομηνία: 2026-03-05 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Υπεύθυνος Ποιότητας | Αριθμός Προσωπικού: 1
Τμήμα: Ψυχιατρική | Ημερομηνία: 2026-03-05 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Ιατρός | Υποκατηγορία: Ψυχιατρική | Αριθμός Προσωπικού: 3
Τμήμα: Ψυχιατρική | Ημερομηνία: 2026-03-05 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Βοηθός Νοσηλευτή | Αριθμός Προσωπικού: 2
Τμήμα: Ψυχιατρική | Ημερομηνία: 2026-03-05 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Νοσηλευτής | Αριθμός Προσωπικού: 3
Τμήμα: Ψυχιατρική | Ημερομηνία: 2026-03-05 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Προϊστάμενος | Αριθμός Προσωπικού: 1
Τμήμα: Ψυχιατρική | Ημερομηνία: 2026-03-05 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Γραμματέας | Αριθμός Προσωπικού: 1
Τμήμα: Ψυχιατρική | Ημερομηνία: 2026-03-05 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Κοινωνικός Λειτουργός | Αριθμός Προσωπικού: 1
Τμήμα: Ψυχιατρική | Ημερομηνία: 2026-03-05 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Ιατρός | Υποκατηγορία: Ψυχιατρική | Αριθμός Προσωπικού: 3
Τμήμα: Ψυχιατρική | Ημερομηνία: 2026-03-05 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Βοηθός Νοσηλευτή | Αριθμός Προσωπικού: 6
Τμήμα: Ψυχιατρική | Ημερομηνία: 2026-03-05 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Γραμματέας | Αριθμός Προσωπικού: 1
Τμήμα: Ψυχιατρική | Ημερομηνία: 2026-03-05 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Κοινωνικός Λειτουργός | Αριθμός Προσωπικού: 1
Τμήμα: Ψυχιατρική | Ημερομηνία: 2026-03-05 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Ιατρός | Υποκατηγορία: Ψυχιατρική | Αριθμός Προσωπικού: 3
Τμήμα: Ψυχιατρική | Ημερομηνία: 2026-03-05 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Βοηθός Νοσηλευτή | Αριθμός Προσωπικού: 4
Τμήμα: Ψυχιατρική | Ημερομηνία: 2026-03-05 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Νοσηλευτής | Αριθμός Προσωπικού: 2
Τμήμα: Γαστρεντερολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Γραμματέας | Αριθμός Προσωπικού: 1
Τμήμα: Γαστρεντερολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Υπεύθυνος Αρχείου | Αριθμός Προσωπικού: 1
Τμήμα: Γαστρεντερολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Ιατρός | Υποκατηγορία: Γαστρεντερολογία | Αριθμός Προσωπικού: 3
Τμήμα: Γαστρεντερολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Βοηθός Νοσηλευτή | Αριθμός Προσωπικού: 4
Τμήμα: Γαστρεντερολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Νοσηλευτής | Αριθμός Προσωπικού: 1
Τμήμα: Γαστρεντερολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Προϊστάμενος | Αριθμός Προσωπικού: 1
Τμήμα: Γαστρεντερολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Λογιστής | Αριθμός Προσωπικού: 1
Τμήμα: Γαστρεντερολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Υπεύθυνος Αρχείου | Αριθμός Προσωπικού: 1
Τμήμα: Γαστρεντερολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Ιατρός | Υποκατηγορία: Γαστρεντερολογία | Αριθμός Προσωπικού: 3
Τμήμα: Γαστρεντερολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Βοηθός Νοσηλευτή | Αριθμός Προσωπικού: 4
Τμήμα: Γαστρεντερολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Νοσηλευτής | Αριθμός Προσωπικού: 2
Τμήμα: Γαστρεντερολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Γραμματέας | Αριθμός Προσωπικού: 1
Τμήμα: Γαστρεντερολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Λογιστής | Αριθμός Προσωπικού: 1
Τμήμα: Γαστρεντερολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Ιατρός | Υποκατηγορία: Γαστρεντερολογία | Αριθμός Προσωπικού: 3
Τμήμα: Γαστρεντερολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Βοηθός Νοσηλευτή | Αριθμός Προσωπικού: 2
Τμήμα: Γαστρεντερολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Νοσηλευτής | Αριθμός Προσωπικού: 3
Τμήμα: Γαστρεντερολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Προϊστάμενος | Αριθμός Προσωπικού: 1
Τμήμα: Μαιευτική-Γυναικολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Γραμματέας | Αριθμός Προσωπικού: 1
